1,5.0,"A principal diferença entre as visões dos períodos da filosofia e a posição dos seres humanos em relação a cada período, pois no surgimento da filosofia os seres humanos eram vistos como servos da natureza (livres e escravos), na Idade Media o seres humanos já passa a ser vistos como servos de Deus (iguais entre si e irmãos da natureza), e na filosofia moderna eles passam a serem senhores de si (livres e iguais pela razão) "
2,3.0,"A principal diferenca e que em cada periodo da filosofia ha conceitos diferentes em relacao ao homem, do conhecimento humano, do trabalho, da politica, da etica e ate da propria historia "
3,3.0,"Na antiga, livres e escravos, na Media, iguais entre si e irmaos da natureza e Moderna da natureza e de Deus livres e iguais pela razao "
4,4.0,"Na Filosofia Antiga o foco e voltado para a natureza sendo ela considerada o grande bem do mundo, preocupando-se principalmente com a origem do mundo e as causas das transformacoes da natureza.  Na Filosofia Medieval o foco e voltado para Deus, uma filosofia teocentrica onde os seres humanos sao considerados seres de Deus. Em quanto que na Filosofia Moderna, os filosofos voltaram sua atencao para o homem uma filosofia considerado antropocentrico o qual passa a ser o centro de tudo, predominando uma visao naturalista  onde os seres humanos passam a ser senhores de si e passam a ser visto como parte da natureza podendo agir sobre ela. "
5,4.0,"A principal diferenca esta no foco de cada uma, e o foco que cada visao seguia tem grande ligacao com o contexto social de cada epoca. Se na filosofia antiga temos pensadores como Socrates e Platao viveram no periodo de consolidacao da democracia e do homem como cidadao da polis, onde primeiramente pensava-se no homem como ser da natureza e tentavam explica-lo atraves dos fenomenos naturais. Quando passamos a observar a filosofia medieval onde a sociedade esta em desordem, o mundo passa por guerras e sofre com epidemias. A filosofia sobrevive enclausurada em mosteiros, sobre a influencia da igreja que tentavam conciliar fe e razao. Na filosofia moderna quem entre em cena e a burguesia e o renascimento, epoca em o homem comeca a se perguntar se realmente e necessario seguir a regras impostas pela igreja, que diziam terem sido enviadas por Deus, o homem que obter suas respostas atraves da razao e acaba quebrando com paradigmas impostos pela igreja, como nos casos de Nicolau Copernico e Galileu Galilei. O periodo da filosofia contemporanea o qual nao se pode analisar de forma conclusiva por ainda estarmos inseridos nele, tem como foco principal o homem, tentam analisar o homem nas mais diversas situacoes, surgem as novas correntes de pensamento racionalistas, positivistas, empiristas, filosofia politica, materialistas, existencialistas e outros "
6,4.0,"A maneira de agir e pensar do homem em cada periodo, paralelo ao tempo o ser humano transformou-se e em cada periodo as ideias e conceitos foram mudando de um periodo para o outro e nao compartilham a mesma ideologia "
7,5.0,"Os quatro grandes periodos da Filosofia foram: - Filosofia Antiga: as visoes nesse eram classificadas como fisio centricas, o foco principal era a natureza. Os seres humanos sao considerados seres da natureza. O trabalho era exclusivo dos escravos. - Filosofia Medieval: visoes teocentricas, onde o foco era Deus. O trabalho era considerado um castigo. Seres humanos sao seres de Deus. Tudo girava em torno das gracas divinas. - Filosofia Moderna: visao antropocentrica, o foco do pensamento filosofico e o homem. Os seres humanos sao considerados senhores de si. Aqui, o trabalho dignifica o homem. - Filosofia Contemporanea: surgimento de dilemas eticos, onde se julga o certo e o errado, o homem busca respostas para varios questionamentos, munindo-se, para tanto, de varias visoes. Periodo em que parece abrir-se mao da conviccao de que seja necessario haver um unico fundamento. "
8,5.0,"No periodo antigo, predomina a visao fisio centrica da razao, onde a acao filosofica baseia-se na contemplacao da natureza (fazer o bem e cumprir a lei da natureza e o mal e ir contra ela) e o trabalho e visto como atividade de escravos. O homem so se sente realizado enquanto membro da polis, pois e em seu cerne que se desenrola a atividade politica. No periodo medieval, impulsionado pelo predominio da Igreja Catolica e o avanco do cristianismo no mundo ocidental, entra em cena a visao teocentrica, marcada pelo estreitamento do pensamento filosofico com a religiao. O trabalho era visto como castigo, fruto do pecado original. Impera o conceito de comunidade ""  da Igreja; comunidade crista e so dentro delas e possivel fazer o bem ""  em detrimento do individualismo. Ja no periodo moderno predomina a visao antropocentrica. O homem ganha destaque ao abandonar o papel de contemplador do universo apresentado nos periodos historicos anteriores e passa a ser um sujeito mais ativo no mundo ""  a natureza passa a ser algo que se pode dominar atraves do conhecimento. O trabalho deixa de ter um aspecto negativo e e tomado como libertador. Nesse contexto, prevalece o individuo em detrimento da sociedade. O periodo contemporaneo e marcado nao por um, mas por varios pontos de vista acerca da razao. Nao ha uma razao humana universal e sim valores circunstanciais atrelados a grupos de interesses "
9,4.0,"A filosofia antiga era fisio centrica tinha seu foco na natureza. Seres humanos seriam seres da natureza, o trabalho era coisa unica e exclusivamente dos escravos. A filosofia medieval era teocentrica o foco em Deus como ser supremo, seres humanos sao seres de Deus, tudo seria pela vontade divina. A filosofia moderna era antropocentrica o homem, os seres humanos sao senhores de si, ou seja, o pensamento critico, a razao e a capacidade humana de calcular e controlar todas as coisas , o trabalho dignifica o homem. E por fim a filosofia contemporanea A filosofia contemporanea aqui a razao instrumental e a razao tecnico-cientifica, que faz das ciencias e das tecnicas nao um meio de liberacao dos seres humanos, mas um meio de intimidacao, medo, terror e desespero. Ao contrario, a razao critica e aquela que analisa e interpreta os limites e os perigos do pensamento instrumental e afirma que as mudancas sociais, politicas e culturais so se realizarao verdadeiramente se tiverem como finalidade a emancipacao do genero humano e nao as ideias de controle e dominio tecnico cientifico sobre a Natureza, a sociedade e a cultura, portanto os filosofos nao mantiveram o otimismo do seculo XIX com relacao as revolucoes sociais e politicas?  "
10,4.0,"Ao analisar as visoes dos quatro periodos consegui chegar a uma linha de raciocinio e perceber que a principal diferenca entre-nos eles e no ambito do trabalho, pois cada um  possui uma visao na relacao de trabalho.   Na historia da filosofia, atraves de suas visoes filosoficas deixa claro a utilizacao do trabalho como foco de diferenca entre os periodos."
11,5.0,"Os quatro grandes periodos da Filosofia diferenciam-se essencialmente pelo fato de que na Idade Antiga prevaleceu a visao Fisio centrica (o fundamento ultimo e a natureza), na Idade Media a visao Teocentrica (visao crista, Deus e a ultima razao), na Idade Moderna a visao Antropocentrica (fundamento e o ser humano e sua razao) enquanto que na Idade Moderna nao existe a conviccao que seja necessario haver um unico fundamento "
12,5.0,"A principal diferenca e que em cada periodo ha um foco diferente. Na filosofia antiga o foco e na natureza (fisio centrismo), os seres humanos eram considerados servos da natureza. Na filosofia medieval o foco e em Deus (teocentrismo) os seres humanos eram considerados servos de Deus. Na filosofia moderna o foco e no homem (antropocentrismo), o ser humano e senhor de si. Na filosofia contemporanea abriu-se mao de haver um unico fundamento. "
13,4.0,"A principal diferenca esta no papel do homem e como ele se realiza sua, se completa. Na filosofia antiga prevalece a fisiologia, a natureza e o centro de tudo, sua atitude e contemplativa; mais tarde consolida-se a democracia e o homem passa a ser visto como ser politico e so se realiza na comunidade politica. Com  o advento do cristianismo nasce tambem outra fase da filosofia a: a medieval, cujo o foco , e a existencia de um deus,  passando entao a estar intimamente ligada a religiao, o homem so se realiza na comunidade religiosa. Na filosofia moderna o homem volta ao centro da filosofia,  porem agora nao dependente e ( como pensava a filosofia antiga) mas atuante e capaz de domina-la atraves do conhecimento; o ser humano e visto enquanto individuo,  a esta tendencia chamamos antropocentrismo. A contemporanea vai do sec.XIX  e vai ate aos nossos dias. "
14,3.0,"A filosofia antiga e fisio centrica, a medieval e teocentrica a moderna e a contemporanea sao antropocentrica "
15,4.0,"Cada periodo menciona uma caracteristica peculiar da Filosofia acrescida de continuas rupturas que nem sempre conserva o pensamento anterior e se fazem introducoes e deformacoes, assim, vemos na Filosofia Antiga que o homem seguia lei natural das coisas, estado servil, se realizava na polis enquanto ser humano. Na Filosofia medieval vemos uma "" racionalizacao de uma verdade religiosa""uma visao teologica, na moderna o individuo torna-se um sujeito de si, livres e iguais pela razao, capaz de controlar e organizar sua sociedade "
16,4.0,"A filosofia pre-socratica se diferencia das explicacoes mitologicas, pois busca explicar os fenomenos naturais com elementos na propria natureza, podendo assim ser facilmente explicada e facilmente aprendida, pois todas as explicacoes poderiam ser entendidas, pois qualquer um podia contempla-las observando a natureza. Os pre-socraticos derrubaram os mitos fantasiosos e os permutaram por explicacoes plausiveis e provaveis "
17,4.0,"A Filosofia Antiga e admitida em tres fases: o periodo pre-socratico, que se caracteriza pela preocupacao com os fenomenos da natureza e o cosmo, onde se procurava explicar tudo pelo conhecimento cientifico e a razao. O periodo socratico ou antropologico teve como principais pensadores Socrates, Platao e Aristoteles. Nessa fase, comecam a pensar e refletir sobre o homem, buscando entender a natureza usando a razao e o pensamento cientifico. Nesse periodo, buscavam criar uma sociedade em que o homem vivesse em harmonia moral e politica, sempre guiado pela sabedoria. No periodo pos-socratico haviam tres correntes: os estoicos defendiam a razao acima de tudo, dos prazeres, emocoes e sofrimentos. Ja os epicuristas acreditavam que o bem era a principal do homem e para os ceticos a duvida sempre se fara presente, pois o homem e inseguro. Na Filosofia Medieval, o teocentrismo era a base da filosofia, onde as crencas e supersticoes eram comuns. Encabecados por Santo Agostinho e Sao Tomas de Aquino, buscavam conciliar fe e razao. Na Filosofia Moderna, ocorreu o antropocentrismo, onde o homem passou a ser o centro novamente. Nesse periodo houve os movimentos renascentistas e iluministas, onde a busca pela razao predominava. A burguesia caracteriza a mentalidade moderna. Na Filosofia Contemporanea, ha varias correntes filosoficas, chamadas pos-modernistas, onde os filosofos tem uma visao critica direcionada a moral, religiao, politica e ciencia "
18,5.0,FILOSOFIA ANTIGA: Foco na natureza. Seres humanos sao seres da natureza. FILOSOFIA MEDIEVAL: Foco em Deus. Seres humanos sao seres de Deus. FILOSOFIA MODERNA: Foco no homem. Seres humanos sao senhores de si. FILOSOFIA CONTEMPOR NEA: Abre-se mao da conviccao de que seja necessario um unico fundamento 
19,5.0,"O contraponto precipuo dos quatro grandes periodos da filosofia e entre RAZ O e natureza. Na idade antiga o pensamento a "" razao"" era cosmologico, ou seja, se preocupava com a origem do mundo e as transformacoes da natureza. Atribuia-se, tais transformacoes a divindades, este sendo um ponto de encontro e tambem de transicao com a idade media. No entanto na idade media a razao, o "" pensamento"" era descrito atraves da fe em um unico Deus, criador dos homens e da natureza, portanto, agora homem e natureza sao iguais perante o criador, sao criaturas divinas. Ja na idade moderna rompe-se com esta concepcao. Agora o homem racional que e, e dominador da natureza, logo, os homens sao senhores de si da natureza e de Deus, livres perante a razao. Na pos-modernidade, ou seja, o periodo contemporaneo acredita-se ser o periodo das varias vozes da razao.       "
20,5.0,"Na Filosofia Antiga a preocupacao era com a origem do mundo, tendo o ser humano como ser da natureza, passando tambem pela preocupacao com a vida politica e moral do homem e finalizando com o periodo onde as solucoes mais individuais se sobrepoe as coletivas. A natureza era o foco. Na Filosofia Medieval introduziu-se a ideia de que o mundo nao e eterno. Deus criou o mundo, os seres humanos sao filhos de Deus. Deus passa a ser o foco da filosofia. Na Filosofia Moderna o ser humano passa a ser o foco, ele torna-se o senhor da situacao, senhor de si. Pela razao o ser humano torna-se um organizador e administrador cada vez mais perfeito. Finalmente na Filosofia Contemporanea, que alguns chamam de pos modernidade percebe-se certa crise, confusao. Qual sera o foco? Ja nao se dispoe de chao firme e igual para todos. "
21,4.0,"Cada periodo abrange uma corrente ou um pensamento diferentes que estao atrelados a seus filosofos e pensadores. Na Filosofia Antiga a visao que prevalece e a fisio centrica, na Medieval predomina a visao Teocentrica, ja a Filosofia Moderna se difere pela visao Antropocentrica e, por fim  a Filosofia Contemporanea e marcado pelas "" varias vozes da razao""o proprio objeto de estudo e o homem "
22,5.0,"A principal diferenca entre as visoes dos quatro grandes periodos da filosofia esta no foco que cada um deles tem como centralidade, de forma que os periodos antigo e medieval valorizavam a vida coletiva e publica, enquanto o periodo moderna da primazia ao individualismo. Na Filosofia Antiga, destacou-se o pre-socratico ou cosmologico que teve como foco a origem do mundo e as transformacoes da natureza, e periodo socratico ou antropologico que procurou estudar o homem e suas acoes (etica politica e moral). A Filosofia Medieval foi marcada pela fe acompanhada pela igreja teocentrica, onde Deus e o centro das discussoes. Ja a Filosofia Moderna destaca-se a descoberta da razao (Descartes) e da ciencia (Galileu Galilei), e tem como marco o antropocentrismo, onde o homem e o centro de tudo. Finalmente a Filosofia Contemporanea, esta nao obteve um ponto central na historia, dessa forma suas discussoes sao norteadas a partir dos problemas encontrados hoje.   Diante das diferentes visoes citadas a cima percebesse que a filosofia durante anos perpassa por modificacoes, mostrando assim que o homem por meio do pensamento filosofico e capaz de transformar a realidade em que esta inserido, de forma a contribuir com grandes buscas que somaram para o crescimento e desenvolvimento social. "
23,3.0,"A principal diferenca e que em cada um dos periodos o modo de pensar parte de um determinado ponto. Questiona-se ou fortalece algo que reflete bastante o que se vive em tal momento, pelas frases e focos conseguimos distinguir um periodo de outro, como por exemplo, "" Thomas Hobbes (1588-1679), filosofo ingles, alem de defender uma visao materialista (tudo e apenas corpo) e mecanicista (toda a realidade funciona como se fosse uma grande maquina)"", ao lermos fica bastante claro que estamos falando da Filosofia Moderna "
24,4.0,"Filosofia Antiga Este periodo filosofico caracteriza-se por abordar aspectos ligados a natureza- fisio centrico, principalmente, pelos filosofos pre-socraticos, como: Parmenides, Heraclito e Tales de Mileto, que investigaram a origem das coisas e as transformacoes da natureza. O periodo conhecido como Socratico esta relacionado diretamente ao surgimento das Cidades- Estado Gregas, principalmente Atenas, tendo seus representantes mais celebres representantes Socrates, Platao e Aristoteles. Para esses o foco da filosofia passa a ser o homem a politica e a moral. Filosofia Medieval Periodo conhecido como Teocentrico. Principalmente por ter a filosofia sofrido forte influencia da Igreja Catolica Romana. Ouve uma estreita relacao filosofia e Teologia. Os padres da igreja foram os filosofos que, nesse periodo, tentaram conciliar a heranca classica greco-romana, com o pensamento cristao. Santo Agostinho foi o primeiro grande filosofo cristao. Para os pensadores desse periodo as ideias filosoficas tornam-se verdades reveladas e inquestionaveis. Tornam-se dogmas. Filosofia moderna Periodo conhecido como Antropocentrico. O periodo renascentista, o mundo sofreu profundas transformacoes no campo da politica, da economia, das artes e das ciencias. Retomando a valores da cultura classica (autores gregos e latinos). Esse periodo foi marcado pela ruptura do dominio ideologico da Igreja Romana. Nota-se tambem a figura do trabalho que ate entao era visto como um castigo devido ao pecado original, agora passa a ser positivo. Filosofia Contemporanea Chamamos de filosofia contemporanea aquela que teve inicio no seculo XIX e vem ate os dias atuais. Poucos arriscam-se a defini-la tao claramente como fazem com os periodos filosoficos anteriores. Principalmente por sua complexidade. Num mundo em questoes sao levantadas diariamente sobre diversos assuntos. Esse periodo parece abrir Mao de um unico fundamento- ideologia "
25,5.0,"Seria o foco em que cada uma se atem, e os diferentes conceitos do ser  humano, conhecimento, trabalho, politica, etica e da propria historia. Resumindo o foco principal de cada periodo ficaria assim: Filosofia Antiga: Razao da Natureza. Filosofia Medieval: Razao de Deus. Filosofia Moderna: Razao do Homem. Filosofia Contemporanea: Ainda nao se entrou em um consenso a respeito da definicao de seu foco. "
26,5.0,"As diferencas surgem na forma como cada grupo de pensadores de um determinado periodo filosofico via o ser humano. Na Filosofia Antiga (sec. V a. C. ""  IV d. C) o ser humano e um contemplador da natureza, um mero apendice da physis. O homem e movido pela sua admiracao ou espanto ao observar os fenomenos naturais, e na busca de um entendimento logico, procura conhecer as leis da Natureza. Obtendo este conhecimento, podera contribuir na polis (espaco publico do debate das ideias). Entretanto, filosofar e um "" ocio criativo"", ou seja, apenas os homens livres e distantes do espaco do trabalho, estarao aptos a realiza-lo. Ja na Filosofia Medieval (sec. V ""  XVI) o foco muda totalmente. Ja nao e mais a natureza o objeto principal de estudo, mas sim Deus (e nesse periodo que surge a Teologia, a "" ciencia que estuda Deus""). O homem nao ve mais o Universo como um sistema regido pela physis, mas sim como uma criacao divina. Fortemente alicercada na filosofia grega (principalmente de Platao e Aristoteles) e no Cristianismo, os pensadores dessa epoca buscam explicacoes logicas para as leis e as relacoes entre homem e Deus. O trabalho e visto como castigo devido aos pecados da humanidade, e a politica, como algo demoniaco. O quadro muda de figura com a Filosofia Moderna (sec. XVI-XIX). Dois grandes acontecimentos historicos, o Renascimento (sec. XV - XVII) e o Iluminismo (sec. XVIII-XIX) inauguram o antropocentrismo (o homem no centro de tudo). O ser humano e o criador da razao, e nao esta ligado a natureza ou a Deus. Ele nao deve ser um mero expectador, um contemplador de ideias, mas sim o agente de sua propria Historia. O mesmo deve obter resultados praticos com os conhecimentos obtidos, logo o trabalho e visto como algo positivo, e nao mais como coisa de escravo ou como castigo pelos pecados. A politica e um dos instrumentos principais para a emancipacao do ser humano, e a cura para os males sociais. Na Filosofia Contemporanea (sec. XIX aos dias atuais), o ser humano continua sendo o objeto principal de estudo. Entretanto, e muito dificil definir suas caracteristicas, pois esta se construindo aos nossos olhos. Pode-se dizer que este e o "" periodo das crises"", em que nao se encontra fundamentos solidos para explicar os principais fatos atuais, e ha um leque de possibilidades de como sera suas estruturas e seus principais pensadores."" "
27,4.0,"a diferenca conceitual do ser humano e suas maneiras de agir ante as variadas questoes da vida na sociedade civil e religiosa. Na filosofia antiga, dividida em tres fases, temos os grandes filosofos levantando questoes sobre origem do mundo e causas das transformacoes da natureza; em outro periodo, os estudos passam a ser sobre o homem, sua vida politica e moral; e por fim, as doutrinas dos estoicos, epicuristas e ceticos. Na filosofia medieval, temos o estreitamento entre filosofia e religiao, com notavel presenca de Aristoteles e Sao Tomas de Aquino, conciliando razao e fe. Na filosofia moderna, passa a predominar a visao naturalista, na qual o homem e visto como parte da natureza, podendo agir sobre ela. "
28,5.0,"Cada um dos 4 (quatro) periodos da Filosofia tem um foco diferente, na Filosofia Antiga temos a divisao em 3 (tres) fases: periodo pre-socratico, que trata da origem do mundo e as transformacoes da natureza; periodo socratico, que tem como centro de seu estudo o homem e sua vida politica e moral e o periodo helenistico que aborda o homem em sua individualidade. Na Filosofia Medieval temos o predominio da Igreja Catolica e o nascimento do Cristianismo no Ocidente. Em Filosofia Moderna temos a Renascenca como centro, na qual temos a Reforma Protestante com Martinho Lutero, Ciencia Moderna com Galileu, Ciencia Politica com Maquiavel, entre outros. O homem passa a ser o foco, passa a ser visto como parte da natureza e pode agir sobre ela, e a fase do Iluminismo com Immanuel Kant onde o homem passa a ser esclarecido, moderno, dono de suas vontades. Por fim a Filosofia Contemporanea onde nao se tem um periodo definido, pode ainda estar relacionada a modernidade ou pode ser pos-modernidade, como nos afirma Gramsci (apud Assmam, 2012, p. 57)1 "" o velho morreu e o novo ainda nao consegue nascer"""
